"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2016"	"2016"	"Struck by thrown, projected or falling object"	"W20"	646	323127513	0.2
	"2016"	"2016"	"Striking against or struck by sports equipment"	"W21"	4	323127513	Unreliable
	"2016"	"2016"	"Striking against or struck by other objects"	"W22"	140	323127513	0.0
	"2016"	"2016"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	123	323127513	0.0
	"2016"	"2016"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	79	323127513	0.0
	"2016"	"2016"	"Contact with sharp glass"	"W25"	31	323127513	0.0
	"2016"	"2016"	"Contact with knife, sword or dagger"	"W26"	2	323127513	Unreliable
	"2016"	"2016"	"Contact with nonpowered hand tool"	"W27"	5	323127513	Unreliable
	"2016"	"2016"	"Contact with powered lawnmower"	"W28"	100	323127513	0.0
	"2016"	"2016"	"Contact with other powered hand tools and household machinery"	"W29"	12	323127513	Unreliable
	"2016"	"2016"	"Contact with agricultural machinery"	"W30"	246	323127513	0.1
	"2016"	"2016"	"Contact with other and unspecified machinery"	"W31"	285	323127513	0.1
	"2016"	"2016"	"Explosion and rupture of boiler"	"W35"	1	323127513	Unreliable
	"2016"	"2016"	"Explosion and rupture of gas cylinder"	"W36"	7	323127513	Unreliable
	"2016"	"2016"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	7	323127513	Unreliable
	"2016"	"2016"	"Explosion and rupture of other specified pressurized devices"	"W38"	3	323127513	Unreliable
	"2016"	"2016"	"Discharge of firework"	"W39"	5	323127513	Unreliable
	"2016"	"2016"	"Explosion of other materials"	"W40"	106	323127513	0.0
	"2016"	"2016"	"Foreign body entering into or through eye or natural orifice"	"W44"	25	323127513	0.0
	"2016"	"2016"	"Foreign body or object entering through skin"	"W45"	2	323127513	Unreliable
	"2016"	"2016"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	35	323127513	0.0
	"2016"	"2016"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	5	323127513	Unreliable
	"2016"	"2016"	"Striking against or bumped into by another person"	"W51"	6	323127513	Unreliable
	"2016"	"2016"	"Bitten or struck by dog"	"W54"	31	323127513	0.0
	"2016"	"2016"	"Bitten or struck by other mammals"	"W55"	83	323127513	0.0
	"2016"	"2016"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	9	323127513	Unreliable
	"2016"	"2016"	"Bitten or struck by crocodile or alligator"	"W58"	2	323127513	Unreliable
	"2016"	"2016"	"Exposure to other and unspecified animate mechanical forces"	"W64"	21	323127513	0.0
	"2016"	"2016"	"Accidental suffocation and strangulation in bed"	"W75"	922	323127513	0.3
	"2016"	"2016"	"Other accidental hanging and strangulation"	"W76"	202	323127513	0.1
	"2016"	"2016"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	18	323127513	Unreliable
	"2016"	"2016"	"Inhalation of gastric contents"	"W78"	271	323127513	0.1
	"2016"	"2016"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1310	323127513	0.4
	"2016"	"2016"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3248	323127513	1.0
	"2016"	"2016"	"Confined to or trapped in a low-oxygen environment"	"W81"	6	323127513	Unreliable
	"2016"	"2016"	"Other specified threats to breathing"	"W83"	55	323127513	0.0
	"2016"	"2016"	"Unspecified threat to breathing"	"W84"	578	323127513	0.2
	"2016"	"2016"	"Exposure to electric transmission lines"	"W85"	77	323127513	0.0
	"2016"	"2016"	"Exposure to other specified electric current"	"W86"	52	323127513	0.0
	"2016"	"2016"	"Exposure to unspecified electric current"	"W87"	131	323127513	0.0
	"2016"	"2016"	"Exposure to excessive heat of man-made origin"	"W92"	4	323127513	Unreliable
	"2016"	"2016"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	17	323127513	Unreliable
	"2016"	"2016"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	8	323127513	Unreliable
	"2016"	"2016"	"Contact with hot tap-water"	"X11"	24	323127513	0.0
	"2016"	"2016"	"Contact with other hot fluids"	"X12"	14	323127513	Unreliable
	"2016"	"2016"	"Contact with steam and hot vapours"	"X13"	1	323127513	Unreliable
	"2016"	"2016"	"Contact with hot air and gases"	"X14"	2	323127513	Unreliable
	"2016"	"2016"	"Contact with hot household appliances"	"X15"	8	323127513	Unreliable
	"2016"	"2016"	"Contact with hot heating appliances, radiators and pipes"	"X16"	9	323127513	Unreliable
	"2016"	"2016"	"Contact with hot engines, machinery and tools"	"X17"	1	323127513	Unreliable
	"2016"	"2016"	"Contact with other hot metals"	"X18"	1	323127513	Unreliable
	"2016"	"2016"	"Contact with other and unspecified heat and hot substances"	"X19"	5	323127513	Unreliable
	"2016"	"2016"	"Contact with venomous snakes and lizards"	"X20"	5	323127513	Unreliable
	"2016"	"2016"	"Contact with venomous spiders"	"X21"	5	323127513	Unreliable
	"2016"	"2016"	"Contact with hornets, wasps and bees"	"X23"	76	323127513	0.0
	"2016"	"2016"	"Contact with other specified venomous arthropods"	"X25"	10	323127513	Unreliable
	"2016"	"2016"	"Contact with unspecified venomous animal or plant"	"X29"	5	323127513	Unreliable
	"2016"	"2016"	"Exposure to excessive natural heat"	"X30"	458	323127513	0.1
	"2016"	"2016"	"Exposure to excessive natural cold"	"X31"	731	323127513	0.2
	"2016"	"2016"	"Exposure to sunlight"	"X32"	2	323127513	Unreliable
	"2016"	"2016"	"Victim of lightning"	"X33"	36	323127513	0.0
	"2016"	"2016"	"Victim of avalanche, landslide and other earth movements"	"X36"	33	323127513	0.0
	"2016"	"2016"	"Victim of cataclysmic storm"	"X37"	66	323127513	0.0
	"2016"	"2016"	"Victim of flood"	"X38"	42	323127513	0.0
	"2016"	"2016"	"Exposure to other and unspecified forces of nature"	"X39"	15	323127513	Unreliable
	"2016"	"2016"	"Overexertion and strenuous or repetitive movements"	"X50"	12	323127513	Unreliable
	"2016"	"2016"	"Travel and motion"	"X51"	1	323127513	Unreliable
	"2016"	"2016"	"Lack of food"	"X53"	24	323127513	0.0
	"2016"	"2016"	"Lack of water"	"X54"	1	323127513	Unreliable
	"2016"	"2016"	"Unspecified privation"	"X57"	1	323127513	Unreliable
	"2016"	"2016"	"Exposure to other specified factors"	"X58"	71	323127513	0.0
	"2016"	"2016"	"Exposure to unspecified factor causing fracture"	"X59.0"	2951	323127513	0.9
	"2016"	"2016"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	3556	323127513	1.1
	"2016"	"2016"	"Sequelae of other accidents"	"Y86"	1221	323127513	0.4
"Total"	"2016"	"2016"			18307	323127513	5.7
	"2017"	"2017"	"Struck by thrown, projected or falling object"	"W20"	659	325719178	0.2
	"2017"	"2017"	"Striking against or struck by sports equipment"	"W21"	14	325719178	Unreliable
	"2017"	"2017"	"Striking against or struck by other objects"	"W22"	133	325719178	0.0
	"2017"	"2017"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	121	325719178	0.0
	"2017"	"2017"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	57	325719178	0.0
	"2017"	"2017"	"Contact with sharp glass"	"W25"	37	325719178	0.0
	"2017"	"2017"	"Contact with knife, sword or dagger"	"W26"	5	325719178	Unreliable
	"2017"	"2017"	"Contact with nonpowered hand tool"	"W27"	4	325719178	Unreliable
	"2017"	"2017"	"Contact with powered lawnmower"	"W28"	88	325719178	0.0
	"2017"	"2017"	"Contact with other powered hand tools and household machinery"	"W29"	14	325719178	Unreliable
	"2017"	"2017"	"Contact with agricultural machinery"	"W30"	265	325719178	0.1
	"2017"	"2017"	"Contact with other and unspecified machinery"	"W31"	250	325719178	0.1
	"2017"	"2017"	"Explosion and rupture of boiler"	"W35"	5	325719178	Unreliable
	"2017"	"2017"	"Explosion and rupture of gas cylinder"	"W36"	5	325719178	Unreliable
	"2017"	"2017"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	11	325719178	Unreliable
	"2017"	"2017"	"Explosion and rupture of other specified pressurized devices"	"W38"	2	325719178	Unreliable
	"2017"	"2017"	"Discharge of firework"	"W39"	8	325719178	Unreliable
	"2017"	"2017"	"Explosion of other materials"	"W40"	122	325719178	0.0
	"2017"	"2017"	"Foreign body entering into or through eye or natural orifice"	"W44"	26	325719178	0.0
	"2017"	"2017"	"Foreign body or object entering through skin"	"W45"	4	325719178	Unreliable
	"2017"	"2017"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	20	325719178	0.0
	"2017"	"2017"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	8	325719178	Unreliable
	"2017"	"2017"	"Striking against or bumped into by another person"	"W51"	5	325719178	Unreliable
	"2017"	"2017"	"Bitten or struck by dog"	"W54"	36	325719178	0.0
	"2017"	"2017"	"Bitten or struck by other mammals"	"W55"	73	325719178	0.0
	"2017"	"2017"	"Contact with marine animal"	"W56"	2	325719178	Unreliable
	"2017"	"2017"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	7	325719178	Unreliable
	"2017"	"2017"	"Exposure to other and unspecified animate mechanical forces"	"W64"	9	325719178	Unreliable
	"2017"	"2017"	"Accidental suffocation and strangulation in bed"	"W75"	1044	325719178	0.3
	"2017"	"2017"	"Other accidental hanging and strangulation"	"W76"	213	325719178	0.1
	"2017"	"2017"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	25	325719178	0.0
	"2017"	"2017"	"Inhalation of gastric contents"	"W78"	286	325719178	0.1
	"2017"	"2017"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1537	325719178	0.5
	"2017"	"2017"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3393	325719178	1.0
	"2017"	"2017"	"Confined to or trapped in a low-oxygen environment"	"W81"	5	325719178	Unreliable
	"2017"	"2017"	"Other specified threats to breathing"	"W83"	36	325719178	0.0
	"2017"	"2017"	"Unspecified threat to breathing"	"W84"	407	325719178	0.1
	"2017"	"2017"	"Exposure to electric transmission lines"	"W85"	63	325719178	0.0
	"2017"	"2017"	"Exposure to other specified electric current"	"W86"	49	325719178	0.0
	"2017"	"2017"	"Exposure to unspecified electric current"	"W87"	142	325719178	0.0
	"2017"	"2017"	"Exposure to unspecified type of radiation"	"W91"	1	325719178	Unreliable
	"2017"	"2017"	"Exposure to excessive heat of man-made origin"	"W92"	1	325719178	Unreliable
	"2017"	"2017"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	9	325719178	Unreliable
	"2017"	"2017"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	6	325719178	Unreliable
	"2017"	"2017"	"Contact with hot tap-water"	"X11"	31	325719178	0.0
	"2017"	"2017"	"Contact with other hot fluids"	"X12"	6	325719178	Unreliable
	"2017"	"2017"	"Contact with steam and hot vapours"	"X13"	6	325719178	Unreliable
	"2017"	"2017"	"Contact with hot air and gases"	"X14"	6	325719178	Unreliable
	"2017"	"2017"	"Contact with hot household appliances"	"X15"	3	325719178	Unreliable
	"2017"	"2017"	"Contact with hot heating appliances, radiators and pipes"	"X16"	20	325719178	0.0
	"2017"	"2017"	"Contact with other hot metals"	"X18"	5	325719178	Unreliable
	"2017"	"2017"	"Contact with other and unspecified heat and hot substances"	"X19"	7	325719178	Unreliable
	"2017"	"2017"	"Contact with venomous snakes and lizards"	"X20"	4	325719178	Unreliable
	"2017"	"2017"	"Contact with venomous spiders"	"X21"	8	325719178	Unreliable
	"2017"	"2017"	"Contact with hornets, wasps and bees"	"X23"	89	325719178	0.0
	"2017"	"2017"	"Contact with other specified venomous arthropods"	"X25"	9	325719178	Unreliable
	"2017"	"2017"	"Contact with unspecified venomous animal or plant"	"X29"	1	325719178	Unreliable
	"2017"	"2017"	"Exposure to excessive natural heat"	"X30"	465	325719178	0.1
	"2017"	"2017"	"Exposure to excessive natural cold"	"X31"	804	325719178	0.2
	"2017"	"2017"	"Victim of lightning"	"X33"	19	325719178	Unreliable
	"2017"	"2017"	"Victim of avalanche, landslide and other earth movements"	"X36"	13	325719178	Unreliable
	"2017"	"2017"	"Victim of cataclysmic storm"	"X37"	132	325719178	0.0
	"2017"	"2017"	"Victim of flood"	"X38"	27	325719178	0.0
	"2017"	"2017"	"Exposure to other and unspecified forces of nature"	"X39"	14	325719178	Unreliable
	"2017"	"2017"	"Overexertion and strenuous or repetitive movements"	"X50"	11	325719178	Unreliable
	"2017"	"2017"	"Lack of food"	"X53"	27	325719178	0.0
	"2017"	"2017"	"Unspecified privation"	"X57"	1	325719178	Unreliable
	"2017"	"2017"	"Exposure to other specified factors"	"X58"	61	325719178	0.0
	"2017"	"2017"	"Exposure to unspecified factor causing fracture"	"X59.0"	2956	325719178	0.9
	"2017"	"2017"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	3650	325719178	1.1
	"2017"	"2017"	"Sequelae of other accidents"	"Y86"	1190	325719178	0.4
"Total"	"2017"	"2017"			18772	325719178	5.8
	"2018"	"2018"	"Struck by thrown, projected or falling object"	"W20"	657	327167434	0.2
	"2018"	"2018"	"Striking against or struck by sports equipment"	"W21"	8	327167434	Unreliable
	"2018"	"2018"	"Striking against or struck by other objects"	"W22"	151	327167434	0.0
	"2018"	"2018"	"Caught, crushed, jammed or pinched in or between objects"	"W23"	129	327167434	0.0
	"2018"	"2018"	"Contact with lifting and transmission devices, not elsewhere classified"	"W24"	73	327167434	0.0
	"2018"	"2018"	"Contact with sharp glass"	"W25"	29	327167434	0.0
	"2018"	"2018"	"Contact with knife, sword or dagger"	"W26"	3	327167434	Unreliable
	"2018"	"2018"	"Contact with nonpowered hand tool"	"W27"	5	327167434	Unreliable
	"2018"	"2018"	"Contact with powered lawnmower"	"W28"	96	327167434	0.0
	"2018"	"2018"	"Contact with other powered hand tools and household machinery"	"W29"	8	327167434	Unreliable
	"2018"	"2018"	"Contact with agricultural machinery"	"W30"	221	327167434	0.1
	"2018"	"2018"	"Contact with other and unspecified machinery"	"W31"	231	327167434	0.1
	"2018"	"2018"	"Explosion and rupture of boiler"	"W35"	3	327167434	Unreliable
	"2018"	"2018"	"Explosion and rupture of gas cylinder"	"W36"	3	327167434	Unreliable
	"2018"	"2018"	"Explosion and rupture of pressurized tyre, pipe or hose"	"W37"	6	327167434	Unreliable
	"2018"	"2018"	"Explosion and rupture of other specified pressurized devices"	"W38"	2	327167434	Unreliable
	"2018"	"2018"	"Discharge of firework"	"W39"	3	327167434	Unreliable
	"2018"	"2018"	"Explosion of other materials"	"W40"	110	327167434	0.0
	"2018"	"2018"	"Foreign body entering into or through eye or natural orifice"	"W44"	30	327167434	0.0
	"2018"	"2018"	"Foreign body or object entering through skin"	"W45"	6	327167434	Unreliable
	"2018"	"2018"	"Exposure to other and unspecified inanimate mechanical forces"	"W49"	42	327167434	0.0
	"2018"	"2018"	"Hit, struck, kicked, twisted, bitten or scratched by another person"	"W50"	7	327167434	Unreliable
	"2018"	"2018"	"Striking against or bumped into by another person"	"W51"	4	327167434	Unreliable
	"2018"	"2018"	"Bitten or struck by dog"	"W54"	35	327167434	0.0
	"2018"	"2018"	"Bitten or struck by other mammals"	"W55"	87	327167434	0.0
	"2018"	"2018"	"Contact with marine animal"	"W56"	1	327167434	Unreliable
	"2018"	"2018"	"Bitten or stung by nonvenomous insect and other nonvenomous arthropods"	"W57"	8	327167434	Unreliable
	"2018"	"2018"	"Bitten or struck by crocodile or alligator"	"W58"	1	327167434	Unreliable
	"2018"	"2018"	"Exposure to other and unspecified animate mechanical forces"	"W64"	11	327167434	Unreliable
	"2018"	"2018"	"Accidental suffocation and strangulation in bed"	"W75"	940	327167434	0.3
	"2018"	"2018"	"Other accidental hanging and strangulation"	"W76"	202	327167434	0.1
	"2018"	"2018"	"Threat to breathing due to cave-in, falling earth and other substances"	"W77"	21	327167434	0.0
	"2018"	"2018"	"Inhalation of gastric contents"	"W78"	286	327167434	0.1
	"2018"	"2018"	"Inhalation and ingestion of food causing obstruction of respiratory tract"	"W79"	1588	327167434	0.5
	"2018"	"2018"	"Inhalation and ingestion of other objects causing obstruction of respiratory tract"	"W80"	3210	327167434	1.0
	"2018"	"2018"	"Confined to or trapped in a low-oxygen environment"	"W81"	9	327167434	Unreliable
	"2018"	"2018"	"Other specified threats to breathing"	"W83"	58	327167434	0.0
	"2018"	"2018"	"Unspecified threat to breathing"	"W84"	387	327167434	0.1
	"2018"	"2018"	"Exposure to electric transmission lines"	"W85"	89	327167434	0.0
	"2018"	"2018"	"Exposure to other specified electric current"	"W86"	48	327167434	0.0
	"2018"	"2018"	"Exposure to unspecified electric current"	"W87"	183	327167434	0.1
	"2018"	"2018"	"Exposure to excessive heat of man-made origin"	"W92"	4	327167434	Unreliable
	"2018"	"2018"	"Exposure to high and low air pressure and changes in air pressure"	"W94"	9	327167434	Unreliable
	"2018"	"2018"	"Contact with hot drinks, food, fats and cooking oils"	"X10"	9	327167434	Unreliable
	"2018"	"2018"	"Contact with hot tap-water"	"X11"	42	327167434	0.0
	"2018"	"2018"	"Contact with other hot fluids"	"X12"	5	327167434	Unreliable
	"2018"	"2018"	"Contact with steam and hot vapours"	"X13"	3	327167434	Unreliable
	"2018"	"2018"	"Contact with hot air and gases"	"X14"	2	327167434	Unreliable
	"2018"	"2018"	"Contact with hot household appliances"	"X15"	8	327167434	Unreliable
	"2018"	"2018"	"Contact with hot heating appliances, radiators and pipes"	"X16"	12	327167434	Unreliable
	"2018"	"2018"	"Contact with hot engines, machinery and tools"	"X17"	1	327167434	Unreliable
	"2018"	"2018"	"Contact with other and unspecified heat and hot substances"	"X19"	10	327167434	Unreliable
	"2018"	"2018"	"Contact with venomous snakes and lizards"	"X20"	4	327167434	Unreliable
	"2018"	"2018"	"Contact with venomous spiders"	"X21"	4	327167434	Unreliable
	"2018"	"2018"	"Contact with hornets, wasps and bees"	"X23"	77	327167434	0.0
	"2018"	"2018"	"Contact with other specified venomous arthropods"	"X25"	8	327167434	Unreliable
	"2018"	"2018"	"Contact with unspecified venomous animal or plant"	"X29"	2	327167434	Unreliable
	"2018"	"2018"	"Exposure to excessive natural heat"	"X30"	535	327167434	0.2
	"2018"	"2018"	"Exposure to excessive natural cold"	"X31"	1008	327167434	0.3
	"2018"	"2018"	"Exposure to sunlight"	"X32"	1	327167434	Unreliable
	"2018"	"2018"	"Victim of lightning"	"X33"	23	327167434	0.0
	"2018"	"2018"	"Victim of avalanche, landslide and other earth movements"	"X36"	26	327167434	0.0
	"2018"	"2018"	"Victim of cataclysmic storm"	"X37"	76	327167434	0.0
	"2018"	"2018"	"Victim of flood"	"X38"	44	327167434	0.0
	"2018"	"2018"	"Exposure to other and unspecified forces of nature"	"X39"	14	327167434	Unreliable
	"2018"	"2018"	"Overexertion and strenuous or repetitive movements"	"X50"	18	327167434	Unreliable
	"2018"	"2018"	"Lack of food"	"X53"	24	327167434	0.0
	"2018"	"2018"	"Lack of water"	"X54"	1	327167434	Unreliable
	"2018"	"2018"	"Exposure to other specified factors"	"X58"	62	327167434	0.0
	"2018"	"2018"	"Exposure to unspecified factor causing fracture"	"X59.0"	2539	327167434	0.8
	"2018"	"2018"	"Exposure to unspecified factor causing other and unspecified injury"	"X59.9"	3543	327167434	1.1
	"2018"	"2018"	"Sequelae of other accidents"	"Y86"	996	327167434	0.3
"Total"	"2018"	"2018"			18101	327167434	5.5
"Total"					350187	6088633001	5.8
"---"
"Dataset: Underlying Cause of Death, 1999-2018"
"Query Parameters:"
"ICD-10 113 Cause List: Other and unspecified nontransport accidents and their sequelae"
"(W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"
"Group By: Year; Cause of death"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: Feb 13, 2020 2:39:22 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Underlying Cause of Death"
"1999-2018 on CDC WONDER Online Database, released in 2020. Data are from the Multiple Cause of Death Files, 1999-2018, as"
"compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative Program. Accessed"
"at http://wonder.cdc.gov/ucd-icd10.html on Feb 13, 2020 2:39:22 PM"
"---"
Messages:
"1. Selections made to any variable in [ICD-10 Codes, ICD-10 113 Cause List] cause equivalent selections in the other variables."
"More Information: http://wonder.cdc.gov/wonder/help/faq.html#related-variables."
"2. Rows with zero Deaths are hidden, but the Population values in those rows are included in the totals. Use Quick Options above"
"to show zero rows."
"---"
Caveats:
"1. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"2. Circumstances in Georgia for the years 2008 and 2009 have resulted in unusually high death counts for the ICD-10 cause of"
"death code R99, ""Other ill-defined and unspecified causes of mortality."" Caution should be used in interpreting these data."
"More information: http://wonder.cdc.gov/wonder/help/ucd.html#Georgia-Reporting-Anomalies."
"3. Circumstances in New Jersey for the year 2009 have resulted in unusually high death counts for the ICD-10 cause of death code"
"R99, ""Other ill-defined and unspecified causes of mortality"" and therefore unusually low death counts in other ICD-10 codes,"
"most notably R95, ""Sudden Infant Death Syndrome"" and X40-X49, ""Unintentional poisoning."" Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#New-Jersey-Reporting-Anomalies."
"4. Circumstances in California resulted in unusually high death counts for the ICD-10 cause of death code R99, ""Other"
"ill-defined and unspecified causes of mortality"" for deaths occurring in years 2000 and 2001. Caution should be used in"
"interpreting these data. More information: http://wonder.cdc.gov/wonder/help/ucd.html#California-Reporting-Anomalies."
"5. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"6. The population figures for year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018"
"postcensal series released by NCHS on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for"
"year 2016 are bridged-race estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS"
"on June 26, 2017. The population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2015 postcensal series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The"
"population figures for year 2013 are bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal"
"series released by NCHS on June 26, 2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2012 postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18,"
"2012. Population figures for 2010 are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race"
"estimates of the July 1 resident population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on"
"October 26, 2012. Population figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999"
"intercensal series of July 1 estimates. Population figures for the infant age groups are the number of live births."
"<br/><b>Note:</b> Rates and population figures for years 2001 - 2009 differ slightly from previously published reports, due to"
"use of the population estimates which were available at the time of release."
"7. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
"8. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Caution should be used in interpreting these data. More"
"information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"9. Changes to cause of death classification affect reporting trends. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#ICD-10 Changes."
